83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,8838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,12032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0
0,0,0,15631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,12538,0,3,9,0,0,0,0,0,0,0,0,0,1536,0,0,0
0,0,0,0,0,3714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3,0,21874,1728,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,9,0,1728,5407,0,157,66,0,159,0,0,1270,1189,0,225,0,0
0,0,0,0,0,0,0,0,7977,0,0,0,0,0,0,0,0,184,120,0,187
0,0,0,0,0,0,0,157,0,1276,0,0,0,0,0,0,0,80,307,0,0
0,0,0,0,0,0,0,66,0,0,404,0,0,0,0,0,0,0,210,0,0
0,0,0,0,0,0,0,0,0,0,0,70305,0,0,0,0,0,7747,0,0,0
0,0,0,0,0,0,0,159,0,0,0,0,75711,0,0,0,0,59957,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,13657,0,0,0,8404,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,6966,0,0,0,0,0,0
0,0,0,0,0,0,0,1270,0,0,0,0,0,0,0,3464,0,0,0,0,0
0,0,0,0,0,0,0,1189,0,0,0,0,0,0,0,0,2577,0,0,0,0
0,0,118,0,1536,0,0,0,184,80,0,7747,59957,8404,0,0,0,86974,0,0,0
0,0,0,0,0,0,0,225,120,307,210,0,0,0,0,0,0,0,1084,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496,0
0,0,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,219
